user_id,recharge_frequency,utility_regularity,ecommerce_frequency,ecommerce_avg_amount,avg_balance,credit_score,risk_bucket
U1492,14,73.7,5,2283.15,10854.68,710,Good
U1493,6,46.5,3,4762.01,49743.56,835,Excellent
U1494,11,98.9,11,1371.75,22131.3,830,Excellent
U1495,6,40.8,5,1031.53,39733.46,762,Excellent
U1496,11,61.3,16,4804.66,26312.25,855,Excellent
U1497,4,54.8,0,2345.35,39176.77,672,Fair
U1498,4,73.9,11,159.31,947.4,593,Poor
U1499,10,88.3,9,1676.18,42478.08,900,Excellent
U1500,8,88.5,4,1304.46,20436.84,830,Excellent
U1501,7,62.3,19,544.54,2114.59,624,Poor
U1502,3,97.1,13,3147.99,49625.89,900,Excellent
U1503,2,79.4,17,4520.96,43929.1,840,Excellent
U1504,4,46.1,9,4215.1,37712.72,772,Excellent
U1505,9,97.0,4,3623.88,28384.57,780,Excellent
U1506,5,71.0,18,1484.23,17975.99,750,Excellent
U1507,4,89.4,19,2537.95,10631.67,760,Excellent
U1508,13,55.3,15,1724.67,42823.99,899,Excellent
U1509,8,89.6,3,3498.73,38670.58,848,Excellent
U1510,10,89.5,1,4391.83,27185.18,757,Excellent
U1511,5,63.5,8,100.06,21120.01,631,Poor
U1512,6,61.7,9,1082.75,10577.13,628,Poor
U1513,3,43.1,3,4837.54,11602.53,509,Poor
U1514,4,84.5,4,3819.44,30676.74,710,Good
U1515,9,62.3,14,4052.8,49250.49,900,Excellent
U1516,8,85.7,7,3338.97,4383.56,691,Fair
U1517,11,56.1,8,1417.35,31607.49,830,Excellent
U1518,6,55.9,3,4751.12,31791.9,718,Good
U1519,1,70.8,18,1909.48,46679.78,864,Excellent
U1520,8,49.5,14,3600.2,23354.95,769,Excellent
U1521,7,91.0,16,251.2,3068.82,713,Good
U1522,9,60.7,5,3359.22,8287.65,627,Poor
U1523,13,96.8,0,1628.72,24383.77,785,Excellent
U1524,4,87.2,3,1983.34,1747.07,491,Poor
U1525,11,70.1,5,2777.51,48368.25,900,Excellent
U1526,3,65.8,4,3620.42,43200.7,790,Excellent
U1527,3,97.1,15,745.4,43332.14,900,Excellent
U1528,4,80.6,11,1521.22,43634.99,900,Excellent
U1529,7,58.8,2,4268.33,49104.33,858,Excellent
U1530,3,40.7,15,897.79,9752.26,596,Poor
U1531,5,61.2,16,4681.47,21811.74,741,Good
U1532,12,64.3,0,1500.22,21921.96,680,Fair
U1533,2,52.3,6,4727.8,32265.85,719,Good
U1534,6,84.0,13,3926.88,39370.81,900,Excellent
U1535,9,98.8,9,978.89,48548.49,900,Excellent
U1536,5,98.7,8,3715.64,35375.44,782,Excellent
U1537,12,44.4,2,1106.13,24410.47,686,Fair
U1538,2,57.2,9,3479.92,7625.12,513,Poor
U1539,6,44.1,8,551.13,30152.71,733,Good
U1540,4,45.5,1,1410.27,1247.98,482,Poor
U1541,6,58.8,3,1322.67,599.92,537,Poor
U1542,4,96.8,9,3100.06,11047.71,683,Fair
U1543,14,80.8,0,175.43,29354.84,857,Excellent
U1544,1,72.5,18,4792.15,20252.25,709,Good
U1545,6,98.6,16,2540.4,37269.84,900,Excellent
U1546,2,45.6,14,1367.69,22002.96,720,Good
U1547,9,80.2,17,3598.86,5023.88,769,Excellent
U1548,1,89.1,14,3719.74,1180.4,563,Poor
U1549,5,44.6,1,406.38,23217.56,585,Poor
U1550,3,52.9,0,3397.07,4516.88,474,Poor
U1551,11,57.0,13,2047.5,25923.75,837,Excellent
U1552,7,84.3,13,1528.33,38651.76,861,Excellent
U1553,11,72.3,16,4339.45,45805.23,900,Excellent
U1554,5,80.0,1,3188.21,12794.99,577,Poor
U1555,4,72.1,10,4687.78,3668.31,633,Poor
U1556,2,70.0,10,3034.34,10454.39,548,Poor
U1557,11,69.5,3,1129.14,14411.39,732,Good
U1558,3,64.6,17,2103.01,46239.33,900,Excellent
U1559,1,51.1,17,4420.28,40799.22,785,Excellent
U1560,4,66.8,3,1517.02,15835.44,600,Poor
U1561,7,55.3,19,4375.92,41491.78,872,Excellent
U1562,14,94.8,4,1701.04,18044.03,820,Excellent
U1563,1,59.1,8,480.44,41529.13,759,Excellent
U1564,7,51.6,4,3417.01,41976.46,808,Excellent
U1565,9,40.8,8,885.79,33845.45,800,Excellent
U1566,13,83.3,19,1225.03,6318.79,840,Excellent
U1567,2,57.8,0,1791.63,21002.95,593,Poor
U1568,10,92.9,9,3209.73,29316.12,853,Excellent
U1569,11,54.7,14,2016.06,12093.07,724,Good
U1570,14,97.6,7,4932.61,21029.42,864,Excellent
U1571,3,81.8,14,3792.61,10581.52,675,Fair
U1572,2,64.7,0,3193.95,26858.95,624,Poor
U1573,13,60.2,16,1110.64,19897.04,811,Excellent
U1574,1,80.7,16,4762.07,38936.22,875,Excellent
U1575,11,68.5,14,4439.54,11484.07,763,Excellent
U1576,10,55.2,8,2724.72,41887.83,884,Excellent
U1577,3,47.6,8,2704.73,25772.81,670,Fair
U1578,3,91.3,12,2473.29,1161.7,653,Fair
U1579,2,94.1,15,1118.99,2578.28,594,Poor
U1580,6,63.4,7,4843.52,3794.95,551,Poor
U1581,2,70.8,14,1234.59,47156.02,886,Excellent
U1582,10,59.3,18,443.02,36597.12,900,Excellent
U1583,4,67.9,19,322.06,17822.27,768,Excellent
U1584,11,62.8,1,3342.25,24457.47,732,Good
U1585,9,74.9,8,2960.2,39207.02,900,Excellent
U1586,13,61.0,19,787.59,33722.29,900,Excellent
U1587,7,79.7,5,3774.89,45457.31,895,Excellent
U1588,7,76.3,3,4277.67,27311.5,706,Good
U1589,13,83.0,15,1091.05,16034.43,874,Excellent
U1590,8,76.0,1,2181.77,45438.01,807,Excellent
U1591,1,75.1,17,1975.71,41180.63,859,Excellent
U1592,2,97.5,16,1432.54,34771.77,860,Excellent
U1593,14,53.5,12,4147.0,23424.18,830,Excellent
U1594,14,53.1,3,4136.46,3625.44,641,Poor
U1595,7,99.0,19,3890.95,37518.01,900,Excellent
U1596,1,65.9,0,2373.55,13568.22,544,Poor
U1597,5,77.8,13,3367.55,16489.85,709,Good
U1598,8,52.1,7,3707.52,22102.77,680,Fair
U1599,8,54.9,5,565.1,49945.18,884,Excellent
U1600,11,96.0,9,128.02,23558.37,787,Excellent
U1601,13,47.8,19,4469.38,42534.36,900,Excellent
U1602,6,74.0,15,1629.76,1279.27,605,Poor
U1603,7,90.2,10,126.2,46951.48,900,Excellent
U1604,5,91.9,9,2013.91,3931.75,662,Fair
U1605,2,82.4,10,2936.32,28689.48,765,Excellent
U1606,7,95.7,13,1920.28,31117.09,855,Excellent
U1607,5,98.9,3,4319.12,23327.76,781,Excellent
U1608,6,75.6,10,4751.08,41725.18,899,Excellent
U1609,8,96.5,11,2551.76,34698.76,882,Excellent
U1610,9,78.9,9,2817.97,37515.82,868,Excellent
U1611,8,82.3,17,3372.03,41949.67,900,Excellent
U1612,14,43.6,17,3917.6,30680.02,900,Excellent
U1613,6,81.1,5,2726.08,24680.53,738,Good
U1614,14,92.9,1,2905.78,14212.12,749,Good
U1615,8,45.7,10,354.75,2071.32,602,Poor
U1616,8,53.8,16,3073.55,44108.16,900,Excellent
U1617,7,70.1,14,3448.92,19084.33,778,Excellent
U1618,7,57.2,8,4986.47,1986.29,575,Poor
U1619,7,77.1,14,4252.2,3588.51,686,Fair
U1620,4,60.9,11,4103.17,42701.1,814,Excellent
U1621,12,50.1,19,370.59,47147.98,900,Excellent
U1622,4,66.3,19,4868.08,38084.98,876,Excellent
U1623,8,49.3,10,1698.64,15319.48,688,Fair
U1624,14,41.2,9,1356.67,18088.33,736,Good
U1625,5,50.2,3,819.92,17460.93,598,Poor
U1626,8,49.3,1,4163.64,35480.44,704,Good
U1627,6,86.8,13,1627.28,655.47,648,Poor
U1628,12,69.3,16,2264.56,49219.61,900,Excellent
U1629,5,65.1,8,1034.56,17679.59,638,Poor
U1630,2,80.0,7,3354.59,10362.67,634,Poor
U1631,8,62.3,17,2407.25,32974.72,884,Excellent
U1632,12,69.0,18,3324.6,6292.08,756,Excellent
U1633,7,67.2,7,1062.45,47596.52,892,Excellent
U1634,5,70.6,12,2938.64,24736.41,714,Good
U1635,7,95.9,12,3342.17,7490.57,723,Good
U1636,6,91.3,2,1171.68,9550.47,597,Poor
U1637,13,74.6,7,1918.73,39389.33,900,Excellent
U1638,3,96.3,11,2828.25,42333.48,862,Excellent
U1639,9,41.5,19,1323.38,13530.74,751,Excellent
U1640,13,77.4,9,3983.71,31552.78,869,Excellent
U1641,1,73.3,12,559.5,24563.46,715,Good
U1642,2,96.9,13,3088.71,46263.86,900,Excellent
U1643,5,68.0,15,3114.74,38141.0,900,Excellent
U1644,1,82.2,12,3870.3,20194.35,676,Fair
U1645,5,85.8,15,1768.02,25773.75,820,Excellent
U1646,4,80.2,19,2598.28,25313.14,753,Excellent
U1647,6,99.8,11,222.36,22727.42,843,Excellent
U1648,9,60.2,11,3650.53,6023.85,606,Poor
U1649,14,81.7,10,4027.08,19908.63,861,Excellent
U1650,11,74.1,16,1132.83,28044.58,897,Excellent
U1651,8,63.2,17,1658.44,37596.59,900,Excellent
U1652,3,71.5,8,1485.73,21219.82,639,Poor
U1653,2,80.1,18,3221.76,30065.97,776,Excellent
U1654,6,80.7,5,1548.71,31170.99,771,Excellent
U1655,6,56.6,10,1764.87,23053.15,788,Excellent
U1656,10,83.0,8,1799.74,22064.42,766,Excellent
U1657,14,44.7,0,536.05,49588.96,900,Excellent
U1658,1,96.1,7,4701.08,22914.28,673,Fair
U1659,8,75.7,13,2299.02,45705.02,900,Excellent
U1660,3,54.8,9,4533.36,32552.07,702,Good
U1661,8,89.0,15,3942.61,23388.36,820,Excellent
U1662,9,79.8,14,2071.79,44287.05,900,Excellent
U1663,1,66.4,1,1004.7,17434.33,518,Poor
U1664,9,91.8,19,687.47,36878.83,900,Excellent
U1665,10,58.0,19,3696.03,31795.79,900,Excellent
U1666,8,47.0,4,1840.15,2739.83,508,Poor
U1667,3,74.0,2,2113.2,28248.7,677,Fair
U1668,4,40.6,10,4024.81,5670.5,508,Poor
U1669,8,45.5,5,1152.01,3828.09,621,Poor
U1670,2,84.3,18,3327.72,26848.45,746,Good
U1671,13,54.8,8,255.71,39211.51,900,Excellent
U1672,8,60.9,19,233.53,26417.53,811,Excellent
U1673,10,61.6,14,4121.41,24128.84,820,Excellent
U1674,13,87.6,14,353.75,28086.87,900,Excellent
U1675,14,94.8,2,1184.07,19359.07,782,Excellent
U1676,13,74.6,12,2349.71,15512.65,806,Excellent
U1677,9,76.1,14,2430.42,20683.53,815,Excellent
U1678,6,79.2,17,4858.64,28328.35,834,Excellent
U1679,12,47.0,18,3890.5,2680.0,709,Good
U1680,3,44.6,18,1234.25,34226.97,775,Excellent
U1681,7,55.3,0,2276.16,37626.41,683,Fair
U1682,6,80.5,13,1462.69,11239.33,712,Good
U1683,12,94.4,3,2154.0,8826.08,648,Poor
U1684,13,82.6,2,1233.77,25370.15,808,Excellent
U1685,8,67.9,6,3213.53,31676.12,775,Excellent
U1686,3,45.5,5,2703.34,34033.18,736,Good
U1687,11,93.6,4,139.49,47187.15,900,Excellent
U1688,13,65.9,3,3863.83,25273.63,730,Good
U1689,10,70.8,4,4517.76,11152.62,647,Poor
U1690,8,42.4,2,4159.59,35785.88,703,Good
U1691,1,83.7,4,4300.24,41111.13,801,Excellent
U1692,3,96.8,19,1973.04,31157.5,900,Excellent
U1693,9,76.2,13,3471.42,6459.19,690,Fair
U1694,9,51.9,9,3151.49,11522.47,671,Fair
U1695,14,86.6,1,937.59,21198.17,725,Good
U1696,9,87.8,9,512.23,19958.64,807,Excellent
U1697,2,44.6,10,216.17,41829.89,816,Excellent
U1698,13,58.3,16,1234.23,43486.27,900,Excellent
U1699,6,52.8,15,2912.35,19948.31,748,Good
U1700,5,83.9,15,155.38,39474.91,895,Excellent
U1701,12,61.8,3,4871.62,27437.83,771,Excellent
U1702,11,72.1,14,1430.31,45260.04,900,Excellent
U1703,8,45.6,12,4178.58,40379.62,790,Excellent
U1704,13,59.1,3,4104.8,46554.72,900,Excellent
U1705,13,77.6,4,509.27,10950.73,682,Fair
U1706,10,79.8,19,2513.42,22384.3,843,Excellent
U1707,14,73.2,12,2902.78,40368.9,900,Excellent
U1708,11,94.6,19,3696.14,17654.66,850,Excellent
U1709,2,43.4,3,2965.71,17207.86,533,Poor
U1710,2,51.6,3,4441.82,44836.65,711,Good
U1711,3,78.9,19,3394.68,41390.2,886,Excellent
U1712,9,72.7,17,2045.26,8237.69,713,Good
U1713,10,42.1,11,498.03,49632.8,900,Excellent
U1714,10,70.3,3,4888.67,39794.0,870,Excellent
U1715,13,78.3,1,2228.37,22598.88,818,Excellent
U1716,2,59.8,16,2553.48,32420.63,776,Excellent
U1717,8,89.4,3,3055.64,26418.23,747,Good
U1718,12,42.4,0,2511.94,10152.94,633,Poor
U1719,7,55.2,3,603.93,6734.78,574,Poor
U1720,8,45.6,10,4249.75,16554.3,703,Good
U1721,2,85.9,1,2919.26,21738.59,677,Fair
U1722,6,48.6,9,3492.54,12049.97,657,Fair
U1723,10,55.1,15,1140.44,6539.37,713,Good
U1724,2,42.7,8,4984.86,9580.89,481,Poor
U1725,9,67.9,8,3151.39,40434.5,900,Excellent
U1726,4,69.0,1,2189.35,27633.19,647,Poor
U1727,9,97.9,14,4462.88,29055.62,869,Excellent
U1728,13,41.5,9,2778.81,42071.11,900,Excellent
U1729,10,64.4,5,3602.12,15020.99,673,Fair
U1730,14,87.1,3,3066.86,15740.38,773,Excellent
U1731,6,57.7,12,1432.58,11285.62,684,Fair
U1732,4,59.5,18,3007.96,1304.05,583,Poor
U1733,13,90.2,6,718.73,40765.01,900,Excellent
U1734,1,89.9,14,2544.96,16253.97,699,Fair
U1735,11,57.9,10,100.15,35750.78,889,Excellent
U1736,1,73.3,13,163.2,27244.82,746,Good
U1737,6,88.7,1,3074.96,19741.95,753,Excellent
U1738,9,63.4,0,1643.1,5283.92,603,Poor
U1739,10,43.9,19,2955.3,40717.45,862,Excellent
U1740,10,68.6,0,2073.25,33789.11,740,Good
U1741,3,61.9,2,3366.42,6418.32,538,Poor
U1742,4,82.0,8,4040.07,21583.92,723,Good
U1743,9,57.1,19,2511.07,39927.17,900,Excellent
U1744,11,51.8,19,2800.15,26416.4,837,Excellent
U1745,13,72.5,19,3294.31,41704.65,900,Excellent
U1746,3,75.1,13,335.65,15135.42,677,Fair
U1747,3,81.4,13,3033.12,32821.01,828,Excellent
U1748,12,93.9,7,2769.38,7216.57,753,Excellent
U1749,12,61.5,4,202.58,16130.77,726,Good
U1750,9,98.5,19,3410.75,20098.89,868,Excellent
U1751,11,62.2,8,1329.31,6462.14,707,Good
U1752,12,74.8,18,475.94,8719.6,791,Excellent
U1753,3,67.1,19,2063.45,6199.74,630,Poor
U1754,8,99.1,5,1997.64,33154.67,897,Excellent
U1755,6,67.3,9,3679.41,7200.09,592,Poor
U1756,1,49.1,9,1386.11,26500.29,624,Poor
U1757,12,49.8,16,3137.85,35060.82,895,Excellent
U1758,4,73.1,17,4372.37,29060.59,845,Excellent
U1759,2,71.8,10,2872.67,45446.92,820,Excellent
U1760,2,50.3,15,2835.93,43561.92,870,Excellent
U1761,7,96.4,15,2974.46,41507.71,900,Excellent
U1762,14,58.9,1,3187.46,41518.32,850,Excellent
U1763,7,80.7,12,2031.27,30365.04,859,Excellent
U1764,8,64.3,4,2171.01,49784.07,895,Excellent
U1765,14,41.3,8,4381.99,1138.91,612,Poor
U1766,13,56.8,14,3090.85,1693.45,688,Fair
U1767,6,53.0,0,4193.33,10245.95,497,Poor
U1768,11,89.6,17,1395.91,25425.58,900,Excellent
U1769,7,75.9,15,4344.83,8649.11,724,Good
U1770,12,40.9,16,2900.88,9649.5,728,Good
U1771,10,57.0,9,2760.69,19003.5,712,Good
U1772,7,66.5,14,800.51,37243.53,888,Excellent
U1773,12,63.9,12,4766.83,44236.45,900,Excellent
U1774,8,90.3,19,2424.73,863.04,721,Good
U1775,13,99.7,8,2833.58,48009.66,900,Excellent
U1776,9,95.1,6,315.92,9671.2,756,Excellent
U1777,1,59.8,15,4226.61,15182.32,658,Fair
U1778,9,96.2,16,4002.77,37959.53,900,Excellent
U1779,7,99.4,14,3671.05,2825.16,709,Good
U1780,14,62.9,13,1500.91,33783.3,900,Excellent
U1781,9,64.9,19,2940.13,1599.81,673,Fair
U1782,9,45.9,2,4842.23,27718.28,661,Fair
U1783,4,50.7,14,1118.14,29591.0,752,Excellent
U1784,13,68.5,11,456.4,14389.74,810,Excellent
U1785,3,59.5,13,4811.92,36647.05,776,Excellent
U1786,8,64.0,18,3724.45,30807.65,851,Excellent
U1787,12,74.7,18,2657.23,3864.68,783,Excellent
U1788,14,43.6,2,785.94,21083.02,650,Fair
U1789,7,74.1,15,3200.73,38561.54,900,Excellent
U1790,13,48.0,11,3677.85,28803.57,806,Excellent
U1791,9,52.5,18,3379.17,24448.23,815,Excellent
U1792,7,75.3,12,3009.53,28991.87,811,Excellent
U1793,7,58.9,11,1129.53,37242.43,796,Excellent
U1794,8,55.3,6,3923.04,28412.7,766,Excellent
U1795,13,64.7,7,3089.53,24664.79,772,Excellent
U1796,7,59.0,16,3500.69,9546.18,664,Fair
U1797,11,57.1,5,547.41,16275.14,640,Poor
U1798,2,96.5,2,398.42,2031.08,493,Poor
U1799,8,71.3,0,1061.84,1616.94,578,Poor
